Dépôt;Désignation;Référence;Stock Final
RDC_ALGER_BISMA;AUTRE;2 PIECES 55P635 10%;0
RDC_ANNABA_BISMA;AUTRE;2 PIECES 55P635 10%;0
RDC_EULMA_BISMA;AUTRE;2 PIECES 55P635 10%;0
RDC_ORAN_BISMA;AUTRE;2 PIECES 55P635 10%;0
RDC_ALGER_BISMA;AUTRE;2 PIECES P550TMS 20%;0
RDC_ANNABA_BISMA;AUTRE;2 PIECES P550TMS 20%;0
RDC_EULMA_BISMA;AUTRE;2 PIECES P550TMS 20%;0
RDC_ORAN_BISMA;AUTRE;2 PIECES P550TMS 20%;0
RDC_ALGER;AUTRE;2 PIECES RT40 76%;0
RDC_ANNABA;AUTRE;2 PIECES RT40 76%;0
RDC_EULMA;AUTRE;2 PIECES RT40 76%;0
RDC_ORAN;AUTRE;2 PIECES RT40 76%;0
RDC_ALGER;AUTRE;2 PIECES RT49 10.28%;0
RDC_ANNABA;AUTRE;2 PIECES RT49 10.28%;0
RDC_EULMA;AUTRE;2 PIECES RT49 10.28%;0
RDC_ORAN;AUTRE;2 PIECES RT49 10.28%;0
Depot_PF_OUED_SMAR_Bisma;AC;32D3200;0
RDC_ALGER_BISMA;AC;32D3200;9
RDC_ANNABA_BISMA;AC;32D3200;5
RDC_EULMA_BISMA;AC;32D3200;22
RDC_ORAN_BISMA;AC;32D3200;49
USINE_BISMA;AC;32D3200;13
CBU;TV;32S5400;0
Depot_PF_OUED_SMAR_Bisma;TV;32S5400;2320
EXPORT;TV;32S5400;0
Oued_Smar;TV;32S5400;0
Oued_Smar2;TV;32S5400;0
PF_El_Eulma;TV;32S5400;0
RDC_ALGER;TV;32S5400;0
RDC_ALGER_BISMA;TV;32S5400;428
RDC_ANNABA;TV;32S5400;0
RDC_ANNABA_BISMA;TV;32S5400;283
RDC_EULMA;TV;32S5400;0
RDC_EULMA_BISMA;TV;32S5400;1422
RDC_ORAN;TV;32S5400;0
RDC_ORAN_BISMA;TV;32S5400;221
UNITE AC_DECLASSER_A;TV;32S5400;0
UNITE AC_DECLASSER_B;TV;32S5400;0
UNITE AC_DECLASSER_C;TV;32S5400;0
UNITE CHF_DECLASSER_A;TV;32S5400;0
UNITE CHF_DECLASSER_B;TV;32S5400;0
UNITE CHF_DECLASSER_C;TV;32S5400;0
UNITE COO_DECLASSER_A;TV;32S5400;0
UNITE DW_DECLASSER_A;TV;32S5400;0
UNITE MWO_DECLASSER_A;TV;32S5400;0
UNITE REF_DECLASSER_A;TV;32S5400;0
UNITE REF_DECLASSER_B;TV;32S5400;0
UNITE REF_DECLASSER_C;TV;32S5400;0
UNITE TV_DECLASSER_A;TV;32S5400;0
UNITE TV_DECLASSER_B;TV;32S5400;0
UNITE TV_DECLASSER_C;TV;32S5400;0
UNITE VC_DECLASSER_A;TV;32S5400;0
UNITE WM_DECLASSER_A;TV;32S5400;0
USINE_BISMA;TV;32S5400;2194
Usine;TV;32S5400;0
CBU;AC;32S5K;0
EXPORT;AC;32S5K;0
Oued_Smar;AC;32S5K;0
Oued_Smar2;AC;32S5K;0
PF_El_Eulma;AC;32S5K;0
UNITE AC_DECLASSER_A;AC;32S5K;0
UNITE AC_DECLASSER_B;AC;32S5K;0
UNITE AC_DECLASSER_C;AC;32S5K;0
UNITE CHF_DECLASSER_A;AC;32S5K;0
UNITE CHF_DECLASSER_B;AC;32S5K;0
UNITE CHF_DECLASSER_C;AC;32S5K;0
UNITE COO_DECLASSER_A;AC;32S5K;0
UNITE DW_DECLASSER_A;AC;32S5K;0
UNITE MWO_DECLASSER_A;AC;32S5K;0
UNITE REF_DECLASSER_A;AC;32S5K;0
UNITE REF_DECLASSER_B;AC;32S5K;0
UNITE REF_DECLASSER_C;AC;32S5K;0
UNITE TV_DECLASSER_A;AC;32S5K;0
UNITE TV_DECLASSER_B;AC;32S5K;0
UNITE TV_DECLASSER_C;AC;32S5K;0
UNITE VC_DECLASSER_A;AC;32S5K;0
UNITE WM_DECLASSER_A;AC;32S5K;0
Usine;AC;32S5K;0
Depot_PF_OUED_SMAR_Bisma;AC;43D3200;0
RDC_ALGER_BISMA;AC;43D3200;0
RDC_ANNABA_BISMA;AC;43D3200;1
RDC_EULMA_BISMA;AC;43D3200;16
RDC_ORAN_BISMA;AC;43D3200;7
USINE_BISMA;AC;43D3200;4
CBU;TV;43P755;0
Depot_PF_OUED_SMAR_Bisma;TV;43P755;0
EXPORT;TV;43P755;0
Oued_Smar;TV;43P755;0
Oued_Smar2;TV;43P755;0
PF_El_Eulma;TV;43P755;0
RDC_ALGER;TV;43P755;0
RDC_ALGER_BISMA;TV;43P755;0
RDC_ANNABA;TV;43P755;0
RDC_ANNABA_BISMA;TV;43P755;0
RDC_EULMA;TV;43P755;0
RDC_EULMA_BISMA;TV;43P755;0
RDC_ORAN;TV;43P755;0
RDC_ORAN_BISMA;TV;43P755;2
UNITE AC_DECLASSER_A;TV;43P755;0
UNITE AC_DECLASSER_B;TV;43P755;0
UNITE AC_DECLASSER_C;TV;43P755;0
UNITE CHF_DECLASSER_A;TV;43P755;0
UNITE CHF_DECLASSER_B;TV;43P755;0
UNITE CHF_DECLASSER_C;TV;43P755;0
UNITE COO_DECLASSER_A;TV;43P755;0
UNITE DW_DECLASSER_A;TV;43P755;0
UNITE MWO_DECLASSER_A;TV;43P755;0
UNITE REF_DECLASSER_A;TV;43P755;0
UNITE REF_DECLASSER_B;TV;43P755;0
UNITE REF_DECLASSER_C;TV;43P755;0
UNITE TV_DECLASSER_A;TV;43P755;0
UNITE TV_DECLASSER_B;TV;43P755;0
UNITE TV_DECLASSER_C;TV;43P755;0
UNITE VC_DECLASSER_A;TV;43P755;0
UNITE WM_DECLASSER_A;TV;43P755;0
USINE_BISMA;TV;43P755;69
Usine;TV;43P755;0
CBU;TV;43S5400;0
Depot_PF_OUED_SMAR_Bisma;TV;43S5400;0
EXPORT;TV;43S5400;0
Oued_Smar;TV;43S5400;0
Oued_Smar2;TV;43S5400;0
PF_El_Eulma;TV;43S5400;0
RDC_ALGER;TV;43S5400;0
RDC_ALGER_BISMA;TV;43S5400;0
RDC_ANNABA;TV;43S5400;0
RDC_ANNABA_BISMA;TV;43S5400;3
RDC_EULMA;TV;43S5400;0
RDC_EULMA_BISMA;TV;43S5400;0
RDC_ORAN;TV;43S5400;0
RDC_ORAN_BISMA;TV;43S5400;1
UNITE AC_DECLASSER_A;TV;43S5400;0
UNITE AC_DECLASSER_B;TV;43S5400;0
UNITE AC_DECLASSER_C;TV;43S5400;0
UNITE CHF_DECLASSER_A;TV;43S5400;0
UNITE CHF_DECLASSER_B;TV;43S5400;0
UNITE CHF_DECLASSER_C;TV;43S5400;0
UNITE COO_DECLASSER_A;TV;43S5400;0
UNITE DW_DECLASSER_A;TV;43S5400;0
UNITE MWO_DECLASSER_A;TV;43S5400;0
UNITE REF_DECLASSER_A;TV;43S5400;0
UNITE REF_DECLASSER_B;TV;43S5400;0
UNITE REF_DECLASSER_C;TV;43S5400;0
UNITE TV_DECLASSER_A;TV;43S5400;0
UNITE TV_DECLASSER_B;TV;43S5400;0
UNITE TV_DECLASSER_C;TV;43S5400;0
UNITE VC_DECLASSER_A;TV;43S5400;0
UNITE WM_DECLASSER_A;TV;43S5400;0
USINE_BISMA;TV;43S5400;674
Usine;TV;43S5400;0
CBU;TV;43S5K;0
EXPORT;TV;43S5K;0
Oued_Smar;TV;43S5K;0
Oued_Smar2;TV;43S5K;0
PF_El_Eulma;TV;43S5K;0
RDC_ALGER;TV;43S5K;575
RDC_ANNABA;TV;43S5K;76
RDC_EULMA;TV;43S5K;1276
RDC_ORAN;TV;43S5K;776
UNITE AC_DECLASSER_A;TV;43S5K;0
UNITE AC_DECLASSER_B;TV;43S5K;0
UNITE AC_DECLASSER_C;TV;43S5K;0
UNITE CHF_DECLASSER_A;TV;43S5K;0
UNITE CHF_DECLASSER_B;TV;43S5K;0
UNITE CHF_DECLASSER_C;TV;43S5K;0
UNITE COO_DECLASSER_A;TV;43S5K;0
UNITE DW_DECLASSER_A;TV;43S5K;0
UNITE MWO_DECLASSER_A;TV;43S5K;0
UNITE REF_DECLASSER_A;TV;43S5K;0
UNITE REF_DECLASSER_B;TV;43S5K;0
UNITE REF_DECLASSER_C;TV;43S5K;0
UNITE TV_DECLASSER_A;TV;43S5K;0
UNITE TV_DECLASSER_B;TV;43S5K;0
UNITE TV_DECLASSER_C;TV;43S5K;0
UNITE VC_DECLASSER_A;TV;43S5K;0
UNITE WM_DECLASSER_A;TV;43S5K;0
Usine;TV;43S5K;1881
CBU;TV;50C655;0
Depot_PF_OUED_SMAR_Bisma;TV;50C655;0
EXPORT;TV;50C655;0
Oued_Smar;TV;50C655;0
Oued_Smar2;TV;50C655;0
PF_El_Eulma;TV;50C655;0
RDC_ALGER;TV;50C655;17
RDC_ALGER_BISMA;TV;50C655;7
RDC_ANNABA;TV;50C655;0
RDC_ANNABA_BISMA;TV;50C655;0
RDC_EULMA;TV;50C655;1
RDC_EULMA_BISMA;TV;50C655;0
RDC_ORAN;TV;50C655;0
RDC_ORAN_BISMA;TV;50C655;0
UNITE AC_DECLASSER_A;TV;50C655;0
UNITE AC_DECLASSER_B;TV;50C655;0
UNITE AC_DECLASSER_C;TV;50C655;0
UNITE CHF_DECLASSER_A;TV;50C655;0
UNITE CHF_DECLASSER_B;TV;50C655;0
UNITE CHF_DECLASSER_C;TV;50C655;0
UNITE COO_DECLASSER_A;TV;50C655;0
UNITE DW_DECLASSER_A;TV;50C655;0
UNITE MWO_DECLASSER_A;TV;50C655;0
UNITE REF_DECLASSER_A;TV;50C655;0
UNITE REF_DECLASSER_B;TV;50C655;0
UNITE REF_DECLASSER_C;TV;50C655;0
UNITE TV_DECLASSER_A;TV;50C655;0
UNITE TV_DECLASSER_B;TV;50C655;0
UNITE TV_DECLASSER_C;TV;50C655;0
UNITE VC_DECLASSER_A;TV;50C655;0
UNITE WM_DECLASSER_A;TV;50C655;0
USINE_BISMA;TV;50C655;100
Usine;TV;50C655;9
CBU;TV;50P635;0
Depot_PF_OUED_SMAR_Bisma;TV;50P635;0
EXPORT;TV;50P635;0
Oued_Smar;TV;50P635;0
Oued_Smar2;TV;50P635;0
PF_El_Eulma;TV;50P635;0
RDC_ALGER;TV;50P635;0
RDC_ALGER_BISMA;TV;50P635;4
RDC_ANNABA;TV;50P635;0
RDC_ANNABA_BISMA;TV;50P635;2
RDC_EULMA;TV;50P635;0
RDC_EULMA_BISMA;TV;50P635;2
RDC_ORAN;TV;50P635;0
RDC_ORAN_BISMA;TV;50P635;0
UNITE AC_DECLASSER_A;TV;50P635;0
UNITE AC_DECLASSER_B;TV;50P635;0
UNITE AC_DECLASSER_C;TV;50P635;0
UNITE CHF_DECLASSER_A;TV;50P635;0
UNITE CHF_DECLASSER_B;TV;50P635;0
UNITE CHF_DECLASSER_C;TV;50P635;0
UNITE COO_DECLASSER_A;TV;50P635;0
UNITE DW_DECLASSER_A;TV;50P635;0
UNITE MWO_DECLASSER_A;TV;50P635;0
UNITE REF_DECLASSER_A;TV;50P635;0
UNITE REF_DECLASSER_B;TV;50P635;0
UNITE REF_DECLASSER_C;TV;50P635;0
UNITE TV_DECLASSER_A;TV;50P635;0
UNITE TV_DECLASSER_B;TV;50P635;0
UNITE TV_DECLASSER_C;TV;50P635;0
UNITE VC_DECLASSER_A;TV;50P635;0
UNITE WM_DECLASSER_A;TV;50P635;0
USINE_BISMA;TV;50P635;771
Usine;TV;50P635;0
CBU;TV;50P755;0
Depot_PF_OUED_SMAR_Bisma;TV;50P755;0
EXPORT;TV;50P755;0
Oued_Smar;TV;50P755;696
Oued_Smar2;TV;50P755;0
PF_El_Eulma;TV;50P755;838
RDC_ALGER;TV;50P755;125
RDC_ALGER_BISMA;TV;50P755;338
RDC_ANNABA;TV;50P755;224
RDC_ANNABA_BISMA;TV;50P755;0
RDC_EULMA;TV;50P755;552
RDC_EULMA_BISMA;TV;50P755;1
RDC_ORAN;TV;50P755;375
RDC_ORAN_BISMA;TV;50P755;27
UNITE AC_DECLASSER_A;TV;50P755;0
UNITE AC_DECLASSER_B;TV;50P755;0
UNITE AC_DECLASSER_C;TV;50P755;0
UNITE CHF_DECLASSER_A;TV;50P755;0
UNITE CHF_DECLASSER_B;TV;50P755;0
UNITE CHF_DECLASSER_C;TV;50P755;0
UNITE COO_DECLASSER_A;TV;50P755;0
UNITE DW_DECLASSER_A;TV;50P755;0
UNITE MWO_DECLASSER_A;TV;50P755;0
UNITE REF_DECLASSER_A;TV;50P755;0
UNITE REF_DECLASSER_B;TV;50P755;0
UNITE REF_DECLASSER_C;TV;50P755;0
UNITE TV_DECLASSER_A;TV;50P755;0
UNITE TV_DECLASSER_B;TV;50P755;0
UNITE TV_DECLASSER_C;TV;50P755;0
UNITE VC_DECLASSER_A;TV;50P755;0
UNITE WM_DECLASSER_A;TV;50P755;0
USINE_BISMA;TV;50P755;599
Usine;TV;50P755;729
CBU;AC;50P7L;0
EXPORT;AC;50P7L;0
Oued_Smar;AC;50P7L;0
Oued_Smar2;AC;50P7L;0
PF_El_Eulma;AC;50P7L;0
UNITE AC_DECLASSER_A;AC;50P7L;0
UNITE AC_DECLASSER_B;AC;50P7L;0
UNITE AC_DECLASSER_C;AC;50P7L;0
UNITE CHF_DECLASSER_A;AC;50P7L;0
UNITE CHF_DECLASSER_B;AC;50P7L;0
UNITE CHF_DECLASSER_C;AC;50P7L;0
UNITE COO_DECLASSER_A;AC;50P7L;0
UNITE DW_DECLASSER_A;AC;50P7L;0
UNITE MWO_DECLASSER_A;AC;50P7L;0
UNITE REF_DECLASSER_A;AC;50P7L;0
UNITE REF_DECLASSER_B;AC;50P7L;0
UNITE REF_DECLASSER_C;AC;50P7L;0
UNITE TV_DECLASSER_A;AC;50P7L;0
UNITE TV_DECLASSER_B;AC;50P7L;0
UNITE TV_DECLASSER_C;AC;50P7L;0
UNITE VC_DECLASSER_A;AC;50P7L;0
UNITE WM_DECLASSER_A;AC;50P7L;0
Usine;AC;50P7L;0
CBU;TV;50S5K;0
EXPORT;TV;50S5K;0
Oued_Smar;TV;50S5K;0
Oued_Smar2;TV;50S5K;0
PF_El_Eulma;TV;50S5K;0
RDC_ALGER;TV;50S5K;200
RDC_ANNABA;TV;50S5K;98
RDC_EULMA;TV;50S5K;347
RDC_ORAN;TV;50S5K;0
UNITE AC_DECLASSER_A;TV;50S5K;0
UNITE AC_DECLASSER_B;TV;50S5K;0
UNITE AC_DECLASSER_C;TV;50S5K;0
UNITE CHF_DECLASSER_A;TV;50S5K;0
UNITE CHF_DECLASSER_B;TV;50S5K;0
UNITE CHF_DECLASSER_C;TV;50S5K;0
UNITE COO_DECLASSER_A;TV;50S5K;0
UNITE DW_DECLASSER_A;TV;50S5K;0
UNITE MWO_DECLASSER_A;TV;50S5K;0
UNITE REF_DECLASSER_A;TV;50S5K;0
UNITE REF_DECLASSER_B;TV;50S5K;0
UNITE REF_DECLASSER_C;TV;50S5K;0
UNITE TV_DECLASSER_A;TV;50S5K;0
UNITE TV_DECLASSER_B;TV;50S5K;0
UNITE TV_DECLASSER_C;TV;50S5K;0
UNITE VC_DECLASSER_A;TV;50S5K;0
UNITE WM_DECLASSER_A;TV;50S5K;0
Usine;TV;50S5K;1960
Depot_PF_OUED_SMAR_Bisma;AC;55C645;0
RDC_ALGER_BISMA;AC;55C645;0
RDC_ANNABA_BISMA;AC;55C645;1
RDC_EULMA_BISMA;AC;55C645;0
RDC_ORAN_BISMA;AC;55C645;0
USINE_BISMA;AC;55C645;0
CBU;TV;55C655;0
Depot_PF_OUED_SMAR_Bisma;TV;55C655;0
EXPORT;TV;55C655;0
Oued_Smar;TV;55C655;0
Oued_Smar2;TV;55C655;0
PF_El_Eulma;TV;55C655;0
RDC_ALGER;TV;55C655;187
RDC_ALGER_BISMA;TV;55C655;0
RDC_ANNABA;TV;55C655;177
RDC_ANNABA_BISMA;TV;55C655;0
RDC_EULMA;TV;55C655;583
RDC_EULMA_BISMA;TV;55C655;0
RDC_ORAN;TV;55C655;306
RDC_ORAN_BISMA;TV;55C655;0
UNITE AC_DECLASSER_A;TV;55C655;0
UNITE AC_DECLASSER_B;TV;55C655;0
UNITE AC_DECLASSER_C;TV;55C655;0
UNITE CHF_DECLASSER_A;TV;55C655;0
UNITE CHF_DECLASSER_B;TV;55C655;0
UNITE CHF_DECLASSER_C;TV;55C655;0
UNITE COO_DECLASSER_A;TV;55C655;0
UNITE DW_DECLASSER_A;TV;55C655;0
UNITE MWO_DECLASSER_A;TV;55C655;0
UNITE REF_DECLASSER_A;TV;55C655;0
UNITE REF_DECLASSER_B;TV;55C655;0
UNITE REF_DECLASSER_C;TV;55C655;0
UNITE TV_DECLASSER_A;TV;55C655;0
UNITE TV_DECLASSER_B;TV;55C655;0
UNITE TV_DECLASSER_C;TV;55C655;0
UNITE VC_DECLASSER_A;TV;55C655;0
UNITE WM_DECLASSER_A;TV;55C655;0
USINE_BISMA;TV;55C655;880
Usine;TV;55C655;1
CBU;TV;55C6K;0
Depot_PF_OUED_SMAR_Bisma;TV;55C6K;0
EXPORT;TV;55C6K;0
Oued_Smar;TV;55C6K;0
Oued_Smar2;TV;55C6K;0
PF_El_Eulma;TV;55C6K;0
RDC_ALGER;TV;55C6K;111
RDC_ANNABA;TV;55C6K;29
RDC_EULMA;TV;55C6K;519
RDC_ORAN;TV;55C6K;186
UNITE AC_DECLASSER_A;TV;55C6K;0
UNITE AC_DECLASSER_B;TV;55C6K;0
UNITE AC_DECLASSER_C;TV;55C6K;0
UNITE CHF_DECLASSER_A;TV;55C6K;0
UNITE CHF_DECLASSER_B;TV;55C6K;0
UNITE CHF_DECLASSER_C;TV;55C6K;0
UNITE COO_DECLASSER_A;TV;55C6K;0
UNITE DW_DECLASSER_A;TV;55C6K;0
UNITE MWO_DECLASSER_A;TV;55C6K;0
UNITE REF_DECLASSER_A;TV;55C6K;0
UNITE REF_DECLASSER_B;TV;55C6K;0
UNITE REF_DECLASSER_C;TV;55C6K;0
UNITE TV_DECLASSER_A;TV;55C6K;0
UNITE TV_DECLASSER_B;TV;55C6K;0
UNITE TV_DECLASSER_C;TV;55C6K;0
UNITE VC_DECLASSER_A;TV;55C6K;0
UNITE WM_DECLASSER_A;TV;55C6K;0
USINE_BISMA;TV;55C6K;0
Usine;TV;55C6K;11
CBU;TV;55C755;0
Depot_PF_OUED_SMAR_Bisma;TV;55C755;0
EXPORT;TV;55C755;0
Oued_Smar;TV;55C755;0
Oued_Smar2;TV;55C755;0
PF_El_Eulma;TV;55C755;0
RDC_ALGER;TV;55C755;0
RDC_ALGER_BISMA;TV;55C755;0
RDC_ANNABA;TV;55C755;0
RDC_ANNABA_BISMA;TV;55C755;0
RDC_EULMA;TV;55C755;0
RDC_EULMA_BISMA;TV;55C755;0
RDC_ORAN;TV;55C755;0
RDC_ORAN_BISMA;TV;55C755;0
UNITE AC_DECLASSER_A;TV;55C755;0
UNITE AC_DECLASSER_B;TV;55C755;0
UNITE AC_DECLASSER_C;TV;55C755;0
UNITE CHF_DECLASSER_A;TV;55C755;0
UNITE CHF_DECLASSER_B;TV;55C755;0
UNITE CHF_DECLASSER_C;TV;55C755;0
UNITE COO_DECLASSER_A;TV;55C755;0
UNITE DW_DECLASSER_A;TV;55C755;0
UNITE MWO_DECLASSER_A;TV;55C755;0
UNITE REF_DECLASSER_A;TV;55C755;0
UNITE REF_DECLASSER_B;TV;55C755;0
UNITE REF_DECLASSER_C;TV;55C755;0
UNITE TV_DECLASSER_A;TV;55C755;0
UNITE TV_DECLASSER_B;TV;55C755;0
UNITE TV_DECLASSER_C;TV;55C755;0
UNITE VC_DECLASSER_A;TV;55C755;0
UNITE WM_DECLASSER_A;TV;55C755;0
USINE_BISMA;TV;55C755;37
Usine;TV;55C755;0
Depot_PF_OUED_SMAR_Bisma;AC;55C835;0
RDC_ALGER_BISMA;AC;55C835;1
RDC_ANNABA_BISMA;AC;55C835;7
RDC_EULMA_BISMA;AC;55C835;0
RDC_ORAN_BISMA;AC;55C835;2
USINE_BISMA;AC;55C835;6
RDC_ALGER_BISMA;TV;55C835+43S5400 Gratuité;0
RDC_ANNABA_BISMA;TV;55C835+43S5400 Gratuité;0
RDC_EULMA_BISMA;TV;55C835+43S5400 Gratuité;0
RDC_ORAN_BISMA;TV;55C835+43S5400 Gratuité;0
CBU;TV;55P635;0
Depot_PF_OUED_SMAR_Bisma;TV;55P635;0
EXPORT;TV;55P635;0
Oued_Smar;TV;55P635;0
Oued_Smar2;TV;55P635;0
PF_El_Eulma;TV;55P635;0
RDC_ALGER;TV;55P635;0
RDC_ALGER_BISMA;TV;55P635;4
RDC_ANNABA;TV;55P635;0
RDC_ANNABA_BISMA;TV;55P635;0
RDC_EULMA;TV;55P635;0
RDC_EULMA_BISMA;TV;55P635;10
RDC_ORAN;TV;55P635;0
RDC_ORAN_BISMA;TV;55P635;15
UNITE AC_DECLASSER_A;TV;55P635;0
UNITE AC_DECLASSER_B;TV;55P635;0
UNITE AC_DECLASSER_C;TV;55P635;0
UNITE CHF_DECLASSER_A;TV;55P635;0
UNITE CHF_DECLASSER_B;TV;55P635;0
UNITE CHF_DECLASSER_C;TV;55P635;0
UNITE COO_DECLASSER_A;TV;55P635;0
UNITE DW_DECLASSER_A;TV;55P635;0
UNITE MWO_DECLASSER_A;TV;55P635;0
UNITE REF_DECLASSER_A;TV;55P635;0
UNITE REF_DECLASSER_B;TV;55P635;0
UNITE REF_DECLASSER_C;TV;55P635;0
UNITE TV_DECLASSER_A;TV;55P635;0
UNITE TV_DECLASSER_B;TV;55P635;0
UNITE TV_DECLASSER_C;TV;55P635;0
UNITE VC_DECLASSER_A;TV;55P635;0
UNITE WM_DECLASSER_A;TV;55P635;0
USINE_BISMA;TV;55P635;2022
Usine;TV;55P635;0
CBU;TV;55P6K;0
EXPORT;TV;55P6K;0
Oued_Smar;TV;55P6K;3006
Oued_Smar2;TV;55P6K;0
PF_El_Eulma;TV;55P6K;972
RDC_ALGER;TV;55P6K;345
RDC_ANNABA;TV;55P6K;241
RDC_EULMA;TV;55P6K;784
RDC_ORAN;TV;55P6K;299
UNITE AC_DECLASSER_A;TV;55P6K;0
UNITE AC_DECLASSER_B;TV;55P6K;0
UNITE AC_DECLASSER_C;TV;55P6K;0
UNITE CHF_DECLASSER_A;TV;55P6K;0
UNITE CHF_DECLASSER_B;TV;55P6K;0
UNITE CHF_DECLASSER_C;TV;55P6K;0
UNITE COO_DECLASSER_A;TV;55P6K;0
UNITE DW_DECLASSER_A;TV;55P6K;0
UNITE MWO_DECLASSER_A;TV;55P6K;0
UNITE REF_DECLASSER_A;TV;55P6K;0
UNITE REF_DECLASSER_B;TV;55P6K;0
UNITE REF_DECLASSER_C;TV;55P6K;0
UNITE TV_DECLASSER_A;TV;55P6K;0
UNITE TV_DECLASSER_B;TV;55P6K;0
UNITE TV_DECLASSER_C;TV;55P6K;0
UNITE VC_DECLASSER_A;TV;55P6K;0
UNITE WM_DECLASSER_A;TV;55P6K;0
Usine;TV;55P6K;2853
CBU;TV;55P755;0
Depot_PF_OUED_SMAR_Bisma;TV;55P755;0
EXPORT;TV;55P755;0
Oued_Smar;TV;55P755;0
Oued_Smar2;TV;55P755;0
PF_El_Eulma;TV;55P755;0
RDC_ALGER;TV;55P755;0
RDC_ALGER_BISMA;TV;55P755;0
RDC_ANNABA;TV;55P755;0
RDC_ANNABA_BISMA;TV;55P755;0
RDC_EULMA;TV;55P755;1
RDC_EULMA_BISMA;TV;55P755;0
RDC_ORAN;TV;55P755;0
RDC_ORAN_BISMA;TV;55P755;0
UNITE AC_DECLASSER_A;TV;55P755;0
UNITE AC_DECLASSER_B;TV;55P755;0
UNITE AC_DECLASSER_C;TV;55P755;0
UNITE CHF_DECLASSER_A;TV;55P755;0
UNITE CHF_DECLASSER_B;TV;55P755;0
UNITE CHF_DECLASSER_C;TV;55P755;0
UNITE COO_DECLASSER_A;TV;55P755;0
UNITE DW_DECLASSER_A;TV;55P755;0
UNITE MWO_DECLASSER_A;TV;55P755;0
UNITE REF_DECLASSER_A;TV;55P755;0
UNITE REF_DECLASSER_B;TV;55P755;0
UNITE REF_DECLASSER_C;TV;55P755;0
UNITE TV_DECLASSER_A;TV;55P755;0
UNITE TV_DECLASSER_B;TV;55P755;0
UNITE TV_DECLASSER_C;TV;55P755;0
UNITE VC_DECLASSER_A;TV;55P755;0
UNITE WM_DECLASSER_A;TV;55P755;0
USINE_BISMA;TV;55P755;202
Usine;TV;55P755;0
CBU;AC;55P7L;0
EXPORT;AC;55P7L;0
Oued_Smar;AC;55P7L;0
Oued_Smar2;AC;55P7L;0
PF_El_Eulma;AC;55P7L;0
UNITE AC_DECLASSER_A;AC;55P7L;0
UNITE AC_DECLASSER_B;AC;55P7L;0
UNITE AC_DECLASSER_C;AC;55P7L;0
UNITE CHF_DECLASSER_A;AC;55P7L;0
UNITE CHF_DECLASSER_B;AC;55P7L;0
UNITE CHF_DECLASSER_C;AC;55P7L;0
UNITE COO_DECLASSER_A;AC;55P7L;0
UNITE DW_DECLASSER_A;AC;55P7L;0
UNITE MWO_DECLASSER_A;AC;55P7L;0
UNITE REF_DECLASSER_A;AC;55P7L;0
UNITE REF_DECLASSER_B;AC;55P7L;0
UNITE REF_DECLASSER_C;AC;55P7L;0
UNITE TV_DECLASSER_A;AC;55P7L;0
UNITE TV_DECLASSER_B;AC;55P7L;0
UNITE TV_DECLASSER_C;AC;55P7L;0
UNITE VC_DECLASSER_A;AC;55P7L;0
UNITE WM_DECLASSER_A;AC;55P7L;0
Usine;AC;55P7L;0
CBU;TV;55P8K;0
EXPORT;TV;55P8K;0
Oued_Smar;TV;55P8K;0
Oued_Smar2;TV;55P8K;0
PF_El_Eulma;TV;55P8K;0
RDC_ALGER;TV;55P8K;0
RDC_ANNABA;TV;55P8K;2
RDC_EULMA;TV;55P8K;1
RDC_ORAN;TV;55P8K;0
UNITE AC_DECLASSER_A;TV;55P8K;0
UNITE AC_DECLASSER_B;TV;55P8K;0
UNITE AC_DECLASSER_C;TV;55P8K;0
UNITE CHF_DECLASSER_A;TV;55P8K;0
UNITE CHF_DECLASSER_B;TV;55P8K;0
UNITE CHF_DECLASSER_C;TV;55P8K;0
UNITE COO_DECLASSER_A;TV;55P8K;0
UNITE DW_DECLASSER_A;TV;55P8K;0
UNITE MWO_DECLASSER_A;TV;55P8K;0
UNITE REF_DECLASSER_A;TV;55P8K;0
UNITE REF_DECLASSER_B;TV;55P8K;0
UNITE REF_DECLASSER_C;TV;55P8K;0
UNITE TV_DECLASSER_A;TV;55P8K;0
UNITE TV_DECLASSER_B;TV;55P8K;0
UNITE TV_DECLASSER_C;TV;55P8K;0
UNITE VC_DECLASSER_A;TV;55P8K;0
UNITE WM_DECLASSER_A;TV;55P8K;0
Usine;TV;55P8K;0
Depot_PF_OUED_SMAR_Bisma;AC;65C645;0
RDC_ALGER_BISMA;AC;65C645;0
RDC_ANNABA_BISMA;AC;65C645;0
RDC_EULMA_BISMA;AC;65C645;0
RDC_ORAN_BISMA;AC;65C645;0
USINE_BISMA;AC;65C645;0
CBU;TV;65C655;0
Depot_PF_OUED_SMAR_Bisma;TV;65C655;0
EXPORT;TV;65C655;0
Oued_Smar;TV;65C655;0
Oued_Smar2;TV;65C655;0
PF_El_Eulma;TV;65C655;0
RDC_ALGER;TV;65C655;0
RDC_ALGER_BISMA;TV;65C655;0
RDC_ANNABA;TV;65C655;0
RDC_ANNABA_BISMA;TV;65C655;0
RDC_EULMA;TV;65C655;1
RDC_EULMA_BISMA;TV;65C655;0
RDC_ORAN;TV;65C655;0
RDC_ORAN_BISMA;TV;65C655;0
UNITE AC_DECLASSER_A;TV;65C655;0
