Dépôt;Désignation;Référence;Stock Final
RDC_EULMA_BISMA;AC;DW60M5050FW-BISMA;0
RDC_ORAN_BISMA;AC;DW60M5050FW-BISMA;0
USINE_BISMA;AC;DW60M5050FW-BISMA;0
RDC_ALGER_BISMA;AC;DW60M5050FW/FH-BISMA;0
RDC_ANNABA_BISMA;AC;DW60M5050FW/FH-BISMA;1
RDC_EULMA_BISMA;AC;DW60M5050FW/FH-BISMA;0
RDC_ORAN_BISMA;AC;DW60M5050FW/FH-BISMA;0
CBU;WMM;DW60M5070FS;0
EXPORT;WMM;DW60M5070FS;0
Oued_Smar;WMM;DW60M5070FS;0
Oued_Smar2;WMM;DW60M5070FS;0
PF_El_Eulma;WMM;DW60M5070FS;0
RDC_ALGER;WMM;DW60M5070FS;0
RDC_ANNABA;WMM;DW60M5070FS;0
RDC_EULMA;WMM;DW60M5070FS;0
RDC_ORAN;WMM;DW60M5070FS;0
UNITE AC_DECLASSER_A;WMM;DW60M5070FS;0
UNITE AC_DECLASSER_B;WMM;DW60M5070FS;0
UNITE AC_DECLASSER_C;WMM;DW60M5070FS;0
UNITE CHF_DECLASSER_A;WMM;DW60M5070FS;0
UNITE CHF_DECLASSER_B;WMM;DW60M5070FS;0
UNITE CHF_DECLASSER_C;WMM;DW60M5070FS;0
UNITE COO_DECLASSER_A;WMM;DW60M5070FS;0
UNITE DW_DECLASSER_A;WMM;DW60M5070FS;0
UNITE MWO_DECLASSER_A;WMM;DW60M5070FS;0
UNITE REF_DECLASSER_A;WMM;DW60M5070FS;0
UNITE REF_DECLASSER_B;WMM;DW60M5070FS;0
UNITE REF_DECLASSER_C;WMM;DW60M5070FS;0
UNITE TV_DECLASSER_A;WMM;DW60M5070FS;0
UNITE TV_DECLASSER_B;WMM;DW60M5070FS;0
UNITE TV_DECLASSER_C;WMM;DW60M5070FS;0
UNITE VC_DECLASSER_A;WMM;DW60M5070FS;0
UNITE WM_DECLASSER_A;WMM;DW60M5070FS;0
Usine;WMM;DW60M5070FS;0
RDC_ALGER_BISMA;AC;DW60M5070FS/FH-BISMA;0
RDC_ANNABA_BISMA;AC;DW60M5070FS/FH-BISMA;0
RDC_EULMA_BISMA;AC;DW60M5070FS/FH-BISMA;1
RDC_ORAN_BISMA;AC;DW60M5070FS/FH-BISMA;0
CBU;MWO;MS23DG4504ATDZ;0
EXPORT;MWO;MS23DG4504ATDZ;0
Oued_Smar;MWO;MS23DG4504ATDZ;0
Oued_Smar2;MWO;MS23DG4504ATDZ;0
PF_El_Eulma;MWO;MS23DG4504ATDZ;0
RDC_ALGER;MWO;MS23DG4504ATDZ;0
RDC_ANNABA;MWO;MS23DG4504ATDZ;0
RDC_EULMA;MWO;MS23DG4504ATDZ;1
RDC_ORAN;MWO;MS23DG4504ATDZ;0
UNITE AC_DECLASSER_A;MWO;MS23DG4504ATDZ;0
UNITE AC_DECLASSER_B;MWO;MS23DG4504ATDZ;0
UNITE AC_DECLASSER_C;MWO;MS23DG4504ATDZ;0
UNITE CHF_DECLASSER_A;MWO;MS23DG4504ATDZ;0
UNITE CHF_DECLASSER_B;MWO;MS23DG4504ATDZ;0
UNITE CHF_DECLASSER_C;MWO;MS23DG4504ATDZ;0
UNITE COO_DECLASSER_A;MWO;MS23DG4504ATDZ;0
UNITE DW_DECLASSER_A;MWO;MS23DG4504ATDZ;0
UNITE MWO_DECLASSER_A;MWO;MS23DG4504ATDZ;0
UNITE REF_DECLASSER_A;MWO;MS23DG4504ATDZ;0
UNITE REF_DECLASSER_B;MWO;MS23DG4504ATDZ;0
UNITE REF_DECLASSER_C;MWO;MS23DG4504ATDZ;0
UNITE TV_DECLASSER_A;MWO;MS23DG4504ATDZ;0
UNITE TV_DECLASSER_B;MWO;MS23DG4504ATDZ;0
UNITE TV_DECLASSER_C;MWO;MS23DG4504ATDZ;0
UNITE VC_DECLASSER_A;MWO;MS23DG4504ATDZ;0
UNITE WM_DECLASSER_A;MWO;MS23DG4504ATDZ;0
Usine;MWO;MS23DG4504ATDZ;14
CBU;MWO;MS32DG4504ATDZ;0
EXPORT;MWO;MS32DG4504ATDZ;0
Oued_Smar;MWO;MS32DG4504ATDZ;0
Oued_Smar2;MWO;MS32DG4504ATDZ;0
PF_El_Eulma;MWO;MS32DG4504ATDZ;0
RDC_ALGER;MWO;MS32DG4504ATDZ;0
RDC_ANNABA;MWO;MS32DG4504ATDZ;0
RDC_EULMA;MWO;MS32DG4504ATDZ;1
RDC_ORAN;MWO;MS32DG4504ATDZ;0
UNITE AC_DECLASSER_A;MWO;MS32DG4504ATDZ;0
UNITE AC_DECLASSER_B;MWO;MS32DG4504ATDZ;0
UNITE AC_DECLASSER_C;MWO;MS32DG4504ATDZ;0
UNITE CHF_DECLASSER_A;MWO;MS32DG4504ATDZ;0
UNITE CHF_DECLASSER_B;MWO;MS32DG4504ATDZ;0
UNITE CHF_DECLASSER_C;MWO;MS32DG4504ATDZ;0
UNITE COO_DECLASSER_A;MWO;MS32DG4504ATDZ;0
UNITE DW_DECLASSER_A;MWO;MS32DG4504ATDZ;0
UNITE MWO_DECLASSER_A;MWO;MS32DG4504ATDZ;0
UNITE REF_DECLASSER_A;MWO;MS32DG4504ATDZ;0
UNITE REF_DECLASSER_B;MWO;MS32DG4504ATDZ;0
UNITE REF_DECLASSER_C;MWO;MS32DG4504ATDZ;0
UNITE TV_DECLASSER_A;MWO;MS32DG4504ATDZ;0
UNITE TV_DECLASSER_B;MWO;MS32DG4504ATDZ;0
UNITE TV_DECLASSER_C;MWO;MS32DG4504ATDZ;0
UNITE VC_DECLASSER_A;MWO;MS32DG4504ATDZ;0
UNITE WM_DECLASSER_A;MWO;MS32DG4504ATDZ;0
Usine;MWO;MS32DG4504ATDZ;2
Depot_PF_OUED_SMAR_Bisma;AC;P382BFS;0
RDC_ALGER_BISMA;AC;P382BFS;0
RDC_ANNABA_BISMA;AC;P382BFS;0
RDC_EULMA_BISMA;AC;P382BFS;24
RDC_ORAN_BISMA;AC;P382BFS;2
USINE_BISMA;AC;P382BFS;15
CBU;REFF;P409BFN;0
EXPORT;REFF;P409BFN;1
Oued_Smar;REFF;P409BFN;0
Oued_Smar2;REFF;P409BFN;0
PF_El_Eulma;REFF;P409BFN;0
RDC_ALGER;REFF;P409BFN;21
RDC_ANNABA;REFF;P409BFN;21
RDC_EULMA;REFF;P409BFN;24
RDC_ORAN;REFF;P409BFN;8
UNITE AC_DECLASSER_A;REFF;P409BFN;0
UNITE AC_DECLASSER_B;REFF;P409BFN;0
UNITE AC_DECLASSER_C;REFF;P409BFN;0
UNITE CHF_DECLASSER_A;REFF;P409BFN;0
UNITE CHF_DECLASSER_B;REFF;P409BFN;0
UNITE CHF_DECLASSER_C;REFF;P409BFN;0
UNITE COO_DECLASSER_A;REFF;P409BFN;0
UNITE DW_DECLASSER_A;REFF;P409BFN;0
UNITE MWO_DECLASSER_A;REFF;P409BFN;0
UNITE REF_DECLASSER_A;REFF;P409BFN;0
UNITE REF_DECLASSER_B;REFF;P409BFN;0
UNITE REF_DECLASSER_C;REFF;P409BFN;0
UNITE TV_DECLASSER_A;REFF;P409BFN;0
UNITE TV_DECLASSER_B;REFF;P409BFN;0
UNITE TV_DECLASSER_C;REFF;P409BFN;0
UNITE VC_DECLASSER_A;REFF;P409BFN;0
UNITE WM_DECLASSER_A;REFF;P409BFN;0
Usine;REFF;P409BFN;0
CBU;REFF;P480TMN;0
EXPORT;REFF;P480TMN;0
Oued_Smar;REFF;P480TMN;0
Oued_Smar2;REFF;P480TMN;0
PF_El_Eulma;REFF;P480TMN;0
RDC_ALGER;REFF;P480TMN;0
RDC_ANNABA;REFF;P480TMN;0
RDC_EULMA;REFF;P480TMN;11
RDC_ORAN;REFF;P480TMN;13
UNITE AC_DECLASSER_A;REFF;P480TMN;0
UNITE AC_DECLASSER_B;REFF;P480TMN;0
UNITE AC_DECLASSER_C;REFF;P480TMN;0
UNITE CHF_DECLASSER_A;REFF;P480TMN;0
UNITE CHF_DECLASSER_B;REFF;P480TMN;0
UNITE CHF_DECLASSER_C;REFF;P480TMN;0
UNITE COO_DECLASSER_A;REFF;P480TMN;0
UNITE DW_DECLASSER_A;REFF;P480TMN;0
UNITE MWO_DECLASSER_A;REFF;P480TMN;0
UNITE REF_DECLASSER_A;REFF;P480TMN;0
UNITE REF_DECLASSER_B;REFF;P480TMN;0
UNITE REF_DECLASSER_C;REFF;P480TMN;0
UNITE TV_DECLASSER_A;REFF;P480TMN;0
UNITE TV_DECLASSER_B;REFF;P480TMN;0
UNITE TV_DECLASSER_C;REFF;P480TMN;0
UNITE VC_DECLASSER_A;REFF;P480TMN;0
UNITE WM_DECLASSER_A;REFF;P480TMN;0
Usine;REFF;P480TMN;0
CBU;REFF;P540BFN;0
EXPORT;REFF;P540BFN;3
Oued_Smar;REFF;P540BFN;0
Oued_Smar2;REFF;P540BFN;0
PF_El_Eulma;REFF;P540BFN;0
RDC_ALGER;REFF;P540BFN;75
RDC_ANNABA;REFF;P540BFN;61
RDC_EULMA;REFF;P540BFN;39
RDC_ORAN;REFF;P540BFN;42
UNITE AC_DECLASSER_A;REFF;P540BFN;0
UNITE AC_DECLASSER_B;REFF;P540BFN;0
UNITE AC_DECLASSER_C;REFF;P540BFN;0
UNITE CHF_DECLASSER_A;REFF;P540BFN;0
UNITE CHF_DECLASSER_B;REFF;P540BFN;0
UNITE CHF_DECLASSER_C;REFF;P540BFN;0
UNITE COO_DECLASSER_A;REFF;P540BFN;0
UNITE DW_DECLASSER_A;REFF;P540BFN;0
UNITE MWO_DECLASSER_A;REFF;P540BFN;0
UNITE REF_DECLASSER_A;REFF;P540BFN;0
UNITE REF_DECLASSER_B;REFF;P540BFN;0
UNITE REF_DECLASSER_C;REFF;P540BFN;0
UNITE TV_DECLASSER_A;REFF;P540BFN;0
UNITE TV_DECLASSER_B;REFF;P540BFN;0
UNITE TV_DECLASSER_C;REFF;P540BFN;0
UNITE VC_DECLASSER_A;REFF;P540BFN;0
UNITE WM_DECLASSER_A;REFF;P540BFN;0
Usine;REFF;P540BFN;0
Depot_PF_OUED_SMAR_Bisma;AC;P540BFS;0
RDC_ALGER_BISMA;AC;P540BFS;0
RDC_ANNABA_BISMA;AC;P540BFS;0
RDC_EULMA_BISMA;AC;P540BFS;0
RDC_ORAN_BISMA;AC;P540BFS;1
USINE_BISMA;AC;P540BFS;19
Depot_PF_OUED_SMAR_Bisma;AC;P550TMS;0
RDC_ALGER_BISMA;AC;P550TMS;0
RDC_ANNABA_BISMA;AC;P550TMS;7
RDC_EULMA_BISMA;AC;P550TMS;34
RDC_ORAN_BISMA;AC;P550TMS;0
USINE_BISMA;AC;P550TMS;163
Depot_PF_OUED_SMAR_Bisma;AC;P560CDN;0
RDC_ALGER_BISMA;AC;P560CDN;0
RDC_ANNABA_BISMA;AC;P560CDN;0
RDC_EULMA_BISMA;AC;P560CDN;0
RDC_ORAN_BISMA;AC;P560CDN;0
USINE_BISMA;AC;P560CDN;27
CBU;REFF;P560CDS;0
EXPORT;REFF;P560CDS;2
Oued_Smar;REFF;P560CDS;0
Oued_Smar2;REFF;P560CDS;0
PF_El_Eulma;REFF;P560CDS;0
RDC_ALGER;REFF;P560CDS;0
RDC_ANNABA;REFF;P560CDS;0
RDC_EULMA;REFF;P560CDS;1
RDC_ORAN;REFF;P560CDS;0
UNITE AC_DECLASSER_A;REFF;P560CDS;0
UNITE AC_DECLASSER_B;REFF;P560CDS;0
UNITE AC_DECLASSER_C;REFF;P560CDS;0
UNITE CHF_DECLASSER_A;REFF;P560CDS;0
UNITE CHF_DECLASSER_B;REFF;P560CDS;0
UNITE CHF_DECLASSER_C;REFF;P560CDS;0
UNITE COO_DECLASSER_A;REFF;P560CDS;0
UNITE DW_DECLASSER_A;REFF;P560CDS;0
UNITE MWO_DECLASSER_A;REFF;P560CDS;0
UNITE REF_DECLASSER_A;REFF;P560CDS;0
UNITE REF_DECLASSER_B;REFF;P560CDS;0
UNITE REF_DECLASSER_C;REFF;P560CDS;0
UNITE TV_DECLASSER_A;REFF;P560CDS;0
UNITE TV_DECLASSER_B;REFF;P560CDS;0
UNITE TV_DECLASSER_C;REFF;P560CDS;0
UNITE VC_DECLASSER_A;REFF;P560CDS;0
UNITE WM_DECLASSER_A;REFF;P560CDS;0
Usine;REFF;P560CDS;0
Depot_PF_OUED_SMAR_Bisma;AC;P575FDN;0
RDC_ALGER_BISMA;AC;P575FDN;0
RDC_ANNABA_BISMA;AC;P575FDN;0
RDC_EULMA_BISMA;AC;P575FDN;0
RDC_ORAN_BISMA;AC;P575FDN;12
USINE_BISMA;AC;P575FDN;9
Depot_PF_OUED_SMAR_Bisma;AC;P605TM;0
RDC_ALGER_BISMA;AC;P605TM;0
RDC_ANNABA_BISMA;AC;P605TM;7
RDC_EULMA_BISMA;AC;P605TM;7
RDC_ORAN_BISMA;AC;P605TM;0
USINE_BISMA;AC;P605TM;17
Depot_PF_OUED_SMAR_Bisma;AC;P605TM/SAC;0
RDC_ALGER_BISMA;AC;P605TM/SAC;0
RDC_ANNABA_BISMA;AC;P605TM/SAC;0
RDC_EULMA_BISMA;AC;P605TM/SAC;0
RDC_ORAN_BISMA;AC;P605TM/SAC;0
USINE_BISMA;AC;P605TM/SAC;5
CBU;REFF;P605TMN;0
EXPORT;REFF;P605TMN;1
Oued_Smar;REFF;P605TMN;316
Oued_Smar2;REFF;P605TMN;0
PF_El_Eulma;REFF;P605TMN;0
RDC_ALGER;REFF;P605TMN;74
RDC_ANNABA;REFF;P605TMN;14
RDC_EULMA;REFF;P605TMN;43
RDC_ORAN;REFF;P605TMN;43
UNITE AC_DECLASSER_A;REFF;P605TMN;0
UNITE AC_DECLASSER_B;REFF;P605TMN;0
UNITE AC_DECLASSER_C;REFF;P605TMN;0
UNITE CHF_DECLASSER_A;REFF;P605TMN;0
UNITE CHF_DECLASSER_B;REFF;P605TMN;0
UNITE CHF_DECLASSER_C;REFF;P605TMN;0
UNITE COO_DECLASSER_A;REFF;P605TMN;0
UNITE DW_DECLASSER_A;REFF;P605TMN;0
UNITE MWO_DECLASSER_A;REFF;P605TMN;0
UNITE REF_DECLASSER_A;REFF;P605TMN;0
UNITE REF_DECLASSER_B;REFF;P605TMN;0
UNITE REF_DECLASSER_C;REFF;P605TMN;0
UNITE TV_DECLASSER_A;REFF;P605TMN;0
UNITE TV_DECLASSER_B;REFF;P605TMN;0
UNITE TV_DECLASSER_C;REFF;P605TMN;0
UNITE VC_DECLASSER_A;REFF;P605TMN;0
UNITE WM_DECLASSER_A;REFF;P605TMN;0
Usine;REFF;P605TMN;0
Depot_PF_OUED_SMAR_Bisma;AC;P607FLG;0
RDC_ALGER_BISMA;AC;P607FLG;0
RDC_ANNABA_BISMA;AC;P607FLG;9
RDC_EULMA_BISMA;AC;P607FLG;2
RDC_ORAN_BISMA;AC;P607FLG;2
USINE_BISMA;AC;P607FLG;24
Depot_PF_OUED_SMAR_Bisma;AC;P607FLW;0
RDC_ALGER_BISMA;AC;P607FLW;0
RDC_ANNABA_BISMA;AC;P607FLW;0
RDC_EULMA_BISMA;AC;P607FLW;6
RDC_ORAN_BISMA;AC;P607FLW;3
USINE_BISMA;AC;P607FLW;19
Depot_PF_OUED_SMAR_Bisma;AC;P608FLG;0
RDC_ALGER_BISMA;AC;P608FLG;0
RDC_ANNABA_BISMA;AC;P608FLG;1
RDC_EULMA_BISMA;AC;P608FLG;0
RDC_ORAN_BISMA;AC;P608FLG;0
USINE_BISMA;AC;P608FLG;17
Depot_PF_OUED_SMAR_Bisma;AC;P608FLW;0
RDC_ALGER_BISMA;AC;P608FLW;0
RDC_ANNABA_BISMA;AC;P608FLW;1
RDC_EULMA_BISMA;AC;P608FLW;0
RDC_ORAN_BISMA;AC;P608FLW;0
USINE_BISMA;AC;P608FLW;5
CBU;WMM;P612FLG;0
EXPORT;WMM;P612FLG;0
Oued_Smar;WMM;P612FLG;228
Oued_Smar2;WMM;P612FLG;0
PF_El_Eulma;WMM;P612FLG;0
RDC_ALGER;WMM;P612FLG;126
RDC_ANNABA;WMM;P612FLG;43
RDC_EULMA;WMM;P612FLG;55
RDC_ORAN;WMM;P612FLG;50
UNITE AC_DECLASSER_A;WMM;P612FLG;0
UNITE AC_DECLASSER_B;WMM;P612FLG;0
UNITE AC_DECLASSER_C;WMM;P612FLG;0
UNITE CHF_DECLASSER_A;WMM;P612FLG;0
UNITE CHF_DECLASSER_B;WMM;P612FLG;0
UNITE CHF_DECLASSER_C;WMM;P612FLG;0
UNITE COO_DECLASSER_A;WMM;P612FLG;0
UNITE DW_DECLASSER_A;WMM;P612FLG;0
UNITE MWO_DECLASSER_A;WMM;P612FLG;0
UNITE REF_DECLASSER_A;WMM;P612FLG;0
UNITE REF_DECLASSER_B;WMM;P612FLG;0
UNITE REF_DECLASSER_C;WMM;P612FLG;0
UNITE TV_DECLASSER_A;WMM;P612FLG;0
UNITE TV_DECLASSER_B;WMM;P612FLG;0
UNITE TV_DECLASSER_C;WMM;P612FLG;0
UNITE VC_DECLASSER_A;WMM;P612FLG;0
UNITE WM_DECLASSER_A;WMM;P612FLG;0
Usine;WMM;P612FLG;0
CBU;REFF;P620CDS;0
EXPORT;REFF;P620CDS;2
Oued_Smar;REFF;P620CDS;0
Oued_Smar2;REFF;P620CDS;0
PF_El_Eulma;REFF;P620CDS;0
RDC_ALGER;REFF;P620CDS;0
RDC_ANNABA;REFF;P620CDS;0
RDC_EULMA;REFF;P620CDS;0
RDC_ORAN;REFF;P620CDS;0
UNITE AC_DECLASSER_A;REFF;P620CDS;0
UNITE AC_DECLASSER_B;REFF;P620CDS;0
UNITE AC_DECLASSER_C;REFF;P620CDS;0
UNITE CHF_DECLASSER_A;REFF;P620CDS;0
UNITE CHF_DECLASSER_B;REFF;P620CDS;0
UNITE CHF_DECLASSER_C;REFF;P620CDS;0
UNITE COO_DECLASSER_A;REFF;P620CDS;0
UNITE DW_DECLASSER_A;REFF;P620CDS;0
UNITE MWO_DECLASSER_A;REFF;P620CDS;0
UNITE REF_DECLASSER_A;REFF;P620CDS;0
UNITE REF_DECLASSER_B;REFF;P620CDS;0
UNITE REF_DECLASSER_C;REFF;P620CDS;0
UNITE TV_DECLASSER_A;REFF;P620CDS;0
UNITE TV_DECLASSER_B;REFF;P620CDS;0
UNITE TV_DECLASSER_C;REFF;P620CDS;0
UNITE VC_DECLASSER_A;REFF;P620CDS;0
UNITE WM_DECLASSER_A;REFF;P620CDS;0
Usine;REFF;P620CDS;0
Depot_PF_OUED_SMAR_Bisma;AC;P635SBN;0
RDC_ALGER_BISMA;AC;P635SBN;0
RDC_ANNABA_BISMA;AC;P635SBN;0
RDC_EULMA_BISMA;AC;P635SBN;0
RDC_ORAN_BISMA;AC;P635SBN;0
USINE_BISMA;AC;P635SBN;53
CBU;REFF;P635SBNS;0
EXPORT;REFF;P635SBNS;2
Oued_Smar;REFF;P635SBNS;360
Oued_Smar2;REFF;P635SBNS;0
PF_El_Eulma;REFF;P635SBNS;92
RDC_ALGER;REFF;P635SBNS;114
RDC_ANNABA;REFF;P635SBNS;4
RDC_EULMA;REFF;P635SBNS;91
RDC_ORAN;REFF;P635SBNS;97
UNITE AC_DECLASSER_A;REFF;P635SBNS;0
UNITE AC_DECLASSER_B;REFF;P635SBNS;0
UNITE AC_DECLASSER_C;REFF;P635SBNS;0
UNITE CHF_DECLASSER_A;REFF;P635SBNS;0
UNITE CHF_DECLASSER_B;REFF;P635SBNS;0
UNITE CHF_DECLASSER_C;REFF;P635SBNS;0
UNITE COO_DECLASSER_A;REFF;P635SBNS;0
UNITE DW_DECLASSER_A;REFF;P635SBNS;0
UNITE MWO_DECLASSER_A;REFF;P635SBNS;0
UNITE REF_DECLASSER_A;REFF;P635SBNS;0
UNITE REF_DECLASSER_B;REFF;P635SBNS;0
UNITE REF_DECLASSER_C;REFF;P635SBNS;0
UNITE TV_DECLASSER_A;REFF;P635SBNS;0
UNITE TV_DECLASSER_B;REFF;P635SBNS;0
UNITE TV_DECLASSER_C;REFF;P635SBNS;0
UNITE VC_DECLASSER_A;REFF;P635SBNS;0
UNITE WM_DECLASSER_A;REFF;P635SBNS;0
Usine;REFF;P635SBNS;0
Depot_PF_OUED_SMAR_Bisma;AC;P700TM;0
RDC_ALGER_BISMA;AC;P700TM;0
RDC_ANNABA_BISMA;AC;P700TM;0
RDC_EULMA_BISMA;AC;P700TM;3
RDC_ORAN_BISMA;AC;P700TM;0
USINE_BISMA;AC;P700TM;15
CBU;REFF;P700TMN;0
EXPORT;REFF;P700TMN;1
Oued_Smar;REFF;P700TMN;0
Oued_Smar2;REFF;P700TMN;0
PF_El_Eulma;REFF;P700TMN;0
RDC_ALGER;REFF;P700TMN;0
RDC_ANNABA;REFF;P700TMN;0
RDC_EULMA;REFF;P700TMN;1
RDC_ORAN;REFF;P700TMN;0
UNITE AC_DECLASSER_A;REFF;P700TMN;0
UNITE AC_DECLASSER_B;REFF;P700TMN;0
UNITE AC_DECLASSER_C;REFF;P700TMN;0
UNITE CHF_DECLASSER_A;REFF;P700TMN;0
UNITE CHF_DECLASSER_B;REFF;P700TMN;0
UNITE CHF_DECLASSER_C;REFF;P700TMN;0
UNITE COO_DECLASSER_A;REFF;P700TMN;0
UNITE DW_DECLASSER_A;REFF;P700TMN;0
UNITE MWO_DECLASSER_A;REFF;P700TMN;0
UNITE REF_DECLASSER_A;REFF;P700TMN;0
UNITE REF_DECLASSER_B;REFF;P700TMN;0
UNITE REF_DECLASSER_C;REFF;P700TMN;0
UNITE TV_DECLASSER_A;REFF;P700TMN;0
UNITE TV_DECLASSER_B;REFF;P700TMN;0
UNITE TV_DECLASSER_C;REFF;P700TMN;0
UNITE VC_DECLASSER_A;REFF;P700TMN;0
UNITE WM_DECLASSER_A;REFF;P700TMN;0
Usine;REFF;P700TMN;0
Depot_PF_OUED_SMAR_Bisma;AC;P787TM;0
RDC_ALGER_BISMA;AC;P787TM;0
RDC_ANNABA_BISMA;AC;P787TM;0
RDC_EULMA_BISMA;AC;P787TM;0
RDC_ORAN_BISMA;AC;P787TM;0
USINE_BISMA;AC;P787TM;4
CBU;REFF;P787TMN;0
EXPORT;REFF;P787TMN;0
Oued_Smar;REFF;P787TMN;0
Oued_Smar2;REFF;P787TMN;0
PF_El_Eulma;REFF;P787TMN;0
RDC_ALGER;REFF;P787TMN;0
RDC_ANNABA;REFF;P787TMN;0
RDC_EULMA;REFF;P787TMN;2
RDC_ORAN;REFF;P787TMN;0
UNITE AC_DECLASSER_A;REFF;P787TMN;0
UNITE AC_DECLASSER_B;REFF;P787TMN;0
UNITE AC_DECLASSER_C;REFF;P787TMN;0
UNITE CHF_DECLASSER_A;REFF;P787TMN;0
UNITE CHF_DECLASSER_B;REFF;P787TMN;0
UNITE CHF_DECLASSER_C;REFF;P787TMN;0
UNITE COO_DECLASSER_A;REFF;P787TMN;0
UNITE DW_DECLASSER_A;REFF;P787TMN;0
UNITE MWO_DECLASSER_A;REFF;P787TMN;0
UNITE REF_DECLASSER_A;REFF;P787TMN;0
UNITE REF_DECLASSER_B;REFF;P787TMN;0
UNITE REF_DECLASSER_C;REFF;P787TMN;0
UNITE TV_DECLASSER_A;REFF;P787TMN;0
UNITE TV_DECLASSER_B;REFF;P787TMN;0
UNITE TV_DECLASSER_C;REFF;P787TMN;0
UNITE VC_DECLASSER_A;REFF;P787TMN;0
UNITE WM_DECLASSER_A;REFF;P787TMN;0
Usine;REFF;P787TMN;0
Depot_PF_OUED_SMAR_Bisma;AC;P790SBN;0
RDC_ALGER_BISMA;AC;P790SBN;0
RDC_ANNABA_BISMA;AC;P790SBN;0
RDC_EULMA_BISMA;AC;P790SBN;0
RDC_ORAN_BISMA;AC;P790SBN;0
USINE_BISMA;AC;P790SBN;20
CBU;REFF;P790SBNS;0
EXPORT;REFF;P790SBNS;2
Oued_Smar;REFF;P790SBNS;234
Oued_Smar2;REFF;P790SBNS;0
PF_El_Eulma;REFF;P790SBNS;0
RDC_ALGER;REFF;P790SBNS;17
RDC_ANNABA;REFF;P790SBNS;14
RDC_EULMA;REFF;P790SBNS;64
RDC_ORAN;REFF;P790SBNS;23
UNITE AC_DECLASSER_A;REFF;P790SBNS;0
UNITE AC_DECLASSER_B;REFF;P790SBNS;0
UNITE AC_DECLASSER_C;REFF;P790SBNS;0
UNITE CHF_DECLASSER_A;REFF;P790SBNS;0
UNITE CHF_DECLASSER_B;REFF;P790SBNS;0
UNITE CHF_DECLASSER_C;REFF;P790SBNS;0
UNITE COO_DECLASSER_A;REFF;P790SBNS;0
UNITE DW_DECLASSER_A;REFF;P790SBNS;0
UNITE MWO_DECLASSER_A;REFF;P790SBNS;0
UNITE REF_DECLASSER_A;REFF;P790SBNS;0
UNITE REF_DECLASSER_B;REFF;P790SBNS;0
UNITE REF_DECLASSER_C;REFF;P790SBNS;0
UNITE TV_DECLASSER_A;REFF;P790SBNS;0
UNITE TV_DECLASSER_B;REFF;P790SBNS;0
UNITE TV_DECLASSER_C;REFF;P790SBNS;2
UNITE VC_DECLASSER_A;REFF;P790SBNS;0
UNITE WM_DECLASSER_A;REFF;P790SBNS;0
Usine;REFF;P790SBNS;0
RDC_ALGER;AUTRE;PACK 01 (15 PIECES UA50) 7%;0
RDC_ANNABA;AUTRE;PACK 01 (15 PIECES UA50) 7%;0
RDC_EULMA;AUTRE;PACK 01 (15 PIECES UA50) 7%;0
RDC_ORAN;AUTRE;PACK 01 (15 PIECES UA50) 7%;0
RDC_ALGER;AUTRE;PACK 1 (RT40+50CU);0
RDC_ANNABA;AUTRE;PACK 1 (RT40+50CU);0
RDC_EULMA;AUTRE;PACK 1 (RT40+50CU);0
RDC_ORAN;AUTRE;PACK 1 (RT40+50CU);0
RDC_ALGER;AUTRE;PACK 1 TV (AVRIL 2026);0
RDC_ANNABA;AUTRE;PACK 1 TV (AVRIL 2026);0
RDC_EULMA;AUTRE;PACK 1 TV (AVRIL 2026);0
RDC_ORAN;AUTRE;PACK 1 TV (AVRIL 2026);0
RDC_ALGER_BISMA;AUTRE;PACK 10 PIECES TV;0
RDC_ANNABA_BISMA;AUTRE;PACK 10 PIECES TV;0
RDC_EULMA_BISMA;AUTRE;PACK 10 PIECES TV;0
RDC_ORAN_BISMA;AUTRE;PACK 10 PIECES TV;0
RDC_ALGER;AUTRE;PACK 2 (RT40+8KG AX);0
RDC_ANNABA;AUTRE;PACK 2 (RT40+8KG AX);0
RDC_EULMA;AUTRE;PACK 2 (RT40+8KG AX);0
RDC_ORAN;AUTRE;PACK 2 (RT40+8KG AX);0
RDC_ALGER;AUTRE;PACK 2 (UA50+REF+WM) 8.16%;0
RDC_ANNABA;AUTRE;PACK 2 (UA50+REF+WM) 8.16%;0
RDC_EULMA;AUTRE;PACK 2 (UA50+REF+WM) 8.16%;0
RDC_ORAN;AUTRE;PACK 2 (UA50+REF+WM) 8.16%;0
RDC_ALGER;AUTRE;PACK 2 TV (AVRIL 2026);0
RDC_ANNABA;AUTRE;PACK 2 TV (AVRIL 2026);0
RDC_EULMA;AUTRE;PACK 2 TV (AVRIL 2026);0
RDC_ORAN;AUTRE;PACK 2 TV (AVRIL 2026);0
RDC_ALGER_BISMA;AUTRE;PACK 20 PIECES TV;0
RDC_ANNABA_BISMA;AUTRE;PACK 20 PIECES TV;0
RDC_EULMA_BISMA;AUTRE;PACK 20 PIECES TV;0
RDC_ORAN_BISMA;AUTRE;PACK 20 PIECES TV;0
RDC_ALGER;AUTRE;PACK 20P UA50 + GIFT;0
RDC_ALGER;AUTRE;PACK 20P UA50 + GIFT;0
RDC_ANNABA;AUTRE;PACK 20P UA50 + GIFT;0
RDC_ANNABA;AUTRE;PACK 20P UA50 + GIFT;0
